# BUSCO version is: 5.2.2 
# The lineage dataset is: mammalia_odb10 (Creation date: 2020-09-10, number of genomes: 9226, number of BUSCOs: 24)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
2500at40674	Complete	PLATYCHR2	64405405	64562578	-	3523.4	2074	https://www.orthodb.org/v10?query=2500at40674	cation-independent mannose-6-phosphate receptor
2502at40674	Complete	PLATYCHRX1	84786087	84915613	-	4473.5	3184	https://www.orthodb.org/v10?query=2502at40674	protein bassoon
2506at40674	Complete	PLATYCHR4	78668574	78704681	-	3829.7	2630	https://www.orthodb.org/v10?query=2506at40674	abnormal spindle-like microcephaly-associated protein
2518at40674	Complete	PLATYCHRX2	20002708	20076929	+	4944.0	2623	https://www.orthodb.org/v10?query=2518at40674	desmoplakin isoform X1
2524at40674	Missing
2573at40674	Complete	PLATYCHR14	11082479	11151171	-	492.4	269	https://www.orthodb.org/v10?query=2573at40674	HECT domain E3 ubiquitin protein ligase 1
2601at40674	Complete	PLATYCHR4	64600354	64726360	-	6061.1	2653	https://www.orthodb.org/v10?query=2601at40674	Ubiquitin protein ligase E3 component n-recognin 5
2610at40674	Complete	PLATYCHR11	52432002	52541055	-	3196.8	1714	https://www.orthodb.org/v10?query=2610at40674	alpha-tectorin
2612at40674	Complete	PLATYCHR3	51119696	51222234	+	3943.0	2141	https://www.orthodb.org/v10?query=2612at40674	ectopic P granules protein 5 homolog
2618at40674	Missing
2644at40674	Complete	PLATYCHR9	14447389	14525790	+	4277.8	2757	https://www.orthodb.org/v10?query=2644at40674	Xin actin binding repeat containing 2
2655at40674	Complete	PLATYCHRX4	4894200	4958447	+	3770.0	2048	https://www.orthodb.org/v10?query=2655at40674	ATP-binding cassette sub-family A member 2
2682at40674	Complete	PLATYCHR11	35193283	35266441	-	5224.4	2296	https://www.orthodb.org/v10?query=2682at40674	CCR4-NOT transcription complex subunit 1
2709at40674	Complete	PLATYCHR16	9150694	9221638	+	4061.4	2622	https://www.orthodb.org/v10?query=2709at40674	centrosome-associated protein 350
2804at40674	Complete	PLATYCHR19	25533147	25583676	+	4159.0	2053	https://www.orthodb.org/v10?query=2804at40674	Dopey family member 1
2837at40674	Complete	PLATYCHR11	52179307	52266270	-	3115.4	1799	https://www.orthodb.org/v10?query=2837at40674	Sortilin related receptor 1
2841at40674	Complete	PLATYCHRX5	20790384	20861919	-	4079.0	1981	https://www.orthodb.org/v10?query=2841at40674	Zinc finger protein 462
2864at40674	Complete	PLATYCHRX5	517149	535618	+	2986.4	2223	https://www.orthodb.org/v10?query=2864at40674	ASH1 like histone lysine methyltransferase
2905at40674	Complete	PLATYCHR1	30067179	30144014	+	2727.4	1748	https://www.orthodb.org/v10?query=2905at40674	Zinc finger FYVE-type containing 26
2907at40674	Complete	PLATYCHR2	148845796	149053093	+	3601.7	2078	https://www.orthodb.org/v10?query=2907at40674	leucine-rich repeat serine/threonine-protein kinase 2
2911at40674	Complete	PLATYCHR2	6849366	6905999	-	3779.2	1888	https://www.orthodb.org/v10?query=2911at40674	DNA polymerase epsilon catalytic subunit A
2928at40674	Complete	PLATYCHRX5	22213189	22317125	+	3826.8	1902	https://www.orthodb.org/v10?query=2928at40674	ATP-binding cassette sub-family A member 1
3062at40674	Complete	PLATYCHR6	13720482	13775603	+	2303.0	1476	https://www.orthodb.org/v10?query=3062at40674	Coagulation factor VIII
3076at40674	Complete	PLATYCHR3	62037536	62285304	-	3415.6	1989	https://www.orthodb.org/v10?query=3076at40674	lipoxygenase homology domain-containing protein 1 isoform X1
3111at40674	Complete	PLATYCHR8	39061124	39153555	-	4291.2	2003	https://www.orthodb.org/v10?query=3111at40674	DnaJ heat shock protein family (Hsp40) member C13
3114at40674	Complete	PLATYCHR1	19116852	19209006	-	2790.5	2843	https://www.orthodb.org/v10?query=3114at40674	Versican
3146at40674	Complete	PLATYCHR14	26496807	26722582	+	3629.8	2512	https://www.orthodb.org/v10?query=3146at40674	phosphatidylinositol phosphatase PTPRQ
3185at40674	Complete	PLATYCHR14	38089074	38166551	+	4124.8	2414	https://www.orthodb.org/v10?query=3185at40674	small subunit processome component 20 homolog
3214at40674	Complete	PLATYCHR13	37918687	37948366	-	4273.1	2160	https://www.orthodb.org/v10?query=3214at40674	Chromodomain-helicase-DNA-binding protein 8
3227at40674	Fragmented	PLATYCHR1	186345344	186360894	+	1851.4	1805	https://www.orthodb.org/v10?query=3227at40674	golgin B1 
3231at40674	Complete	PLATYCHR3	52120884	52152184	+	4538.5	2396	https://www.orthodb.org/v10?query=3231at40674	talin-1 isoform X1
3243at40674	Complete	PLATYCHR2	83745258	83759517	+	3375.7	1766	https://www.orthodb.org/v10?query=3243at40674	Human immunodeficiency virus type I enhancer binding protein 2
3256at40674	Missing
3259at40674	Complete	PLATYCHR20	3836534	3872898	+	2696.7	2810	https://www.orthodb.org/v10?query=3259at40674	breast cancer type 2 susceptibility protein
3296at40674	Complete	PLATYCHR9	40523087	40544401	-	3859.8	1937	https://www.orthodb.org/v10?query=3296at40674	Carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase
3334at40674	Complete	PLATYCHR4	26047464	26123658	+	2767.6	1927	https://www.orthodb.org/v10?query=3334at40674	Tenascin C
3355at40674	Complete	PLATYCHR5	1638087	1688011	-	3636.1	2183	https://www.orthodb.org/v10?query=3355at40674	spectrin beta chain, non-erythrocytic 4
3363at40674	Complete	PLATYCHR6	25507264	25549162	+	2075.6	2236	https://www.orthodb.org/v10?query=3363at40674	adhesion G-protein coupled receptor G4
3365at40674	Complete	PLATYCHRX2	2148920	2239204	-	3400.5	1951	https://www.orthodb.org/v10?query=3365at40674	ankyrin repeat and KH domain-containing protein 1 isoform X1
3389at40674	Complete	PLATYCHR19	31633119	31882110	-	3289.3	1775	https://www.orthodb.org/v10?query=3389at40674	Activating signal cointegrator 1 complex subunit 3
3412at40674	Missing
3429at40674	Complete	PLATYCHR14	17952262	18006815	-	3092.4	1661	https://www.orthodb.org/v10?query=3429at40674	Protein tyrosine phosphatase, receptor type B
3460at40674	Complete	PLATYCHR17	9309419	9359064	+	3511.7	1771	https://www.orthodb.org/v10?query=3460at40674	KIAA0100
3481at40674	Complete	PLATYCHR5	22370298	22539238	-	1771.7	1095	https://www.orthodb.org/v10?query=3481at40674	A-kinase anchor protein 13
3493at40674	Complete	PLATYCHR7	34152313	34226754	-	4150.2	2514	https://www.orthodb.org/v10?query=3493at40674	Collagen type VI alpha 3 chain
3515at40674	Complete	PLATYCHR10	31953540	31981310	+	4277.3	1964	https://www.orthodb.org/v10?query=3515at40674	Small nuclear ribonucleoprotein U5 subunit 200
3559at40674	Complete	PLATYCHR19	13910090	13929233	+	2493.2	1750	https://www.orthodb.org/v10?query=3559at40674	cullin-9 isoform X1
3561at40674	Complete	PLATYCHRX3	25325519	25374449	-	4462.4	2417	https://www.orthodb.org/v10?query=3561at40674	APC, WNT signaling pathway regulator
3670at40674	Complete	PLATYCHR13	36862509	36903164	-	2440.5	2207	https://www.orthodb.org/v10?query=3670at40674	Family with sequence similarity 208 member B
3681at40674	Complete	PLATYCHR17	17377421	17408127	-	2535.4	1797	https://www.orthodb.org/v10?query=3681at40674	nucleolar pre-ribosomal-associated protein 1
3690at40674	Fragmented	PLATYCHR2	104870966	104973820	+	2074.0	1450	https://www.orthodb.org/v10?query=3690at40674	Tyrosine-protein kinase receptor
3713at40674	Complete	PLATYCHR7	25152116	25286166	-	3515.6	1738	https://www.orthodb.org/v10?query=3713at40674	Phosphoinositide kinase, FYVE-type zinc finger containing
3749at40674	Complete	PLATYCHR2	7028897	7120034	+	4166.0	2711	https://www.orthodb.org/v10?query=3749at40674	E1A-binding protein p400
3863at40674	Complete	PLATYCHR8	1468259	1509774	-	2880.5	1941	https://www.orthodb.org/v10?query=3863at40674	spatacsin
3907at40674	Complete	PLATYCHR21	20640810	20751942	-	2360.2	1747	https://www.orthodb.org/v10?query=3907at40674	unconventional myosin-XVIIIb
3909at40674	Complete	PLATYCHRX2	22631039	22764159	+	3265.4	2132	https://www.orthodb.org/v10?query=3909at40674	Human immunodeficiency virus type I enhancer binding protein 1
3953at40674	Complete	PLATYCHR15	3699544	3765767	-	3780.4	2328	https://www.orthodb.org/v10?query=3953at40674	nucleosome-remodeling factor subunit BPTF
3969at40674	Missing
3990at40674	Complete	PLATYCHR2	41128484	41167467	+	3438.7	1854	https://www.orthodb.org/v10?query=3990at40674	integrator complex subunit 1 isoform X1
4023at40674	Complete	PLATYCHR1	56383625	56454563	-	3245.0	1723	https://www.orthodb.org/v10?query=4023at40674	Autophagy related 2B
4033at40674	Complete	PLATYCHR19	10759792	10801653	-	3033.8	2479	https://www.orthodb.org/v10?query=4033at40674	Centromere protein F
4078at40674	Complete	PLATYCHR17	21641205	21694407	+	3340.5	1895	https://www.orthodb.org/v10?query=4078at40674	Dopey family member 2
4102at40674	Complete	PLATYCHR17	7384534	7469174	+	3793.7	2023	https://www.orthodb.org/v10?query=4102at40674	nuclear receptor corepressor 1 isoform X1
4125at40674	Complete	PLATYCHR2	87342403	87477530	-	3620.9	1868	https://www.orthodb.org/v10?query=4125at40674	ARFGEF family member 3
4129at40674	Complete	PLATYCHR13	14526065	14593314	-	2761.7	1533	https://www.orthodb.org/v10?query=4129at40674	supervillin isoform X1
4146at40674	Complete	PLATYCHRX5	45086367	45205910	+	3158.2	1935	https://www.orthodb.org/v10?query=4146at40674	FRAS1-related extracellular matrix protein 1
4173at40674	Complete	PLATYCHR19	4859364	4903627	-	2897.6	2023	https://www.orthodb.org/v10?query=4173at40674	protein ELYS
4200at40674	Complete	PLATYCHRX1	13463468	13538176	-	3544.0	1743	https://www.orthodb.org/v10?query=4200at40674	HEAT repeat-containing protein 5B
4246at40674	Complete	PLATYCHR5	30653426	30791970	+	2755.8	1602	https://www.orthodb.org/v10?query=4246at40674	Leucine rich repeat kinase 1
4259at40674	Complete	PLATYCHR2	15794601	16079659	+	2901.2	1938	https://www.orthodb.org/v10?query=4259at40674	nuclear receptor corepressor 2 isoform X1
4351at40674	Complete	PLATYCHR11	61845250	62158143	-	3438.0	1693	https://www.orthodb.org/v10?query=4351at40674	protein TANC2 isoform X1
4418at40674	Missing
4430at40674	Complete	PLATYCHR10	50500630	50558687	+	3373.7	1692	https://www.orthodb.org/v10?query=4430at40674	Nucleoporin 205
4478at40674	Complete	PLATYCHRX3	12375703	12495073	-	3226.4	1732	https://www.orthodb.org/v10?query=4478at40674	unconventional myosin-X
4482at40674	Complete	PLATYCHR9	40988229	41065526	+	3109.5	1602	https://www.orthodb.org/v10?query=4482at40674	Otoferlin
4506at40674	Complete	PLATYCHR4	40644155	40678570	+	2159.1	1716	https://www.orthodb.org/v10?query=4506at40674	protein transport protein Sec16A isoform X1
4523at40674	Complete	PLATYCHR1	90398635	90646212	-	3024.8	1860	https://www.orthodb.org/v10?query=4523at40674	neuroblastoma-amplified sequence
4526at40674	Complete	PLATYCHR2	5705620	5866522	-	3549.4	1703	https://www.orthodb.org/v10?query=4526at40674	citron Rho-interacting kinase isoform X1
4610at40674	Complete	PLATYCHR3	21727642	21771177	+	2953.2	1503	https://www.orthodb.org/v10?query=4610at40674	low-density lipoprotein receptor-related protein 4
4646at40674	Fragmented	PLATYCHR10	42534809	42590505	+	2066.0	1408	https://www.orthodb.org/v10?query=4646at40674	Protein tyrosine phosphatase, receptor type Z1
4673at40674	Complete	PLATYCHR5	100745738	100859710	-	3318.4	1722	https://www.orthodb.org/v10?query=4673at40674	Structural maintenance of chromosomes flexible hinge domain containing 1
4731at40674	Fragmented	PLATYCHR19	1655042	1680208	-	1879.5	1206	https://www.orthodb.org/v10?query=4731at40674	HEAT repeat-containing protein 1
4845at40674	Complete	PLATYCHR9	516291	528530	-	2348.6	1360	https://www.orthodb.org/v10?query=4845at40674	lactase-phlorizin hydrolase
4879at40674	Complete	PLATYCHR3	21810901	21863216	+	3399.2	1720	https://www.orthodb.org/v10?query=4879at40674	cytoskeleton-associated protein 5
4881at40674	Complete	PLATYCHR9	36073870	36083140	-	2129.3	1523	https://www.orthodb.org/v10?query=4881at40674	tudor domain-containing protein 6
4904at40674	Complete	PLATYCHRX1	112444064	112542079	+	2870.0	1663	https://www.orthodb.org/v10?query=4904at40674	unconventional myosin-IXb
4959at40674	Fragmented	PLATYCHR20	25287658	25322482	-	1215.2	1164	https://www.orthodb.org/v10?query=4959at40674	centrosomal protein 295 
4980at40674	Complete	PLATYCHR1	107311807	107405944	-	4010.3	1920	https://www.orthodb.org/v10?query=4980at40674	Thyroid hormone receptor interactor 12
5030at40674	Complete	PLATYCHR20	13860051	13988271	-	2304.2	1358	https://www.orthodb.org/v10?query=5030at40674	von Willebrand factor A domain containing 8 
5049at40674	Complete	RZJT01000103.1	3333110	3409841	+	2769.8	1928	https://www.orthodb.org/v10?query=5049at40674	BAH and coiled-coil domain-containing protein 1
5066at40674	Complete	PLATYCHR9	10345690	10420513	-	2325.3	1512	https://www.orthodb.org/v10?query=5066at40674	lymphocyte antigen 75
5073at40674	Complete	PLATYCHR2	33210305	33396748	-	2893.4	1844	https://www.orthodb.org/v10?query=5073at40674	CREB binding protein
5088at40674	Complete	PLATYCHR13	23419869	23462828	+	2722.4	1606	https://www.orthodb.org/v10?query=5088at40674	laminin subunit beta-1
5111at40674	Fragmented	PLATYCHR13	39862873	39894824	-	2450.4	1505	https://www.orthodb.org/v10?query=5111at40674	MAX gene-associated protein isoform X1
5152at40674	Complete	PLATYCHR9	57999942	58094299	+	3222.3	1614	https://www.orthodb.org/v10?query=5152at40674	proteasome activator complex subunit 4
5169at40674	Complete	PLATYCHR14	30994892	31056449	-	3577.0	2206	https://www.orthodb.org/v10?query=5169at40674	centrosomal protein 290 
5171at40674	Fragmented	PLATYCHR5	91544928	91735876	-	2058.9	1475	https://www.orthodb.org/v10?query=5171at40674	centrosomal protein 192 
5180at40674	Complete	PLATYCHR1	55207200	55253531	-	3018.8	1492	https://www.orthodb.org/v10?query=5180at40674	Dicer 1, ribonuclease III
5207at40674	Complete	PLATYCHR9	61404597	61438116	+	1751.9	1357	https://www.orthodb.org/v10?query=5207at40674	THADA, armadillo repeat containing
5214at40674	Complete	PLATYCHRX2	29235212	29489642	-	2365.8	1635	https://www.orthodb.org/v10?query=5214at40674	Zinc finger protein 407
5296at40674	Complete	PLATYCHR2	28126534	28194256	+	2721.0	1548	https://www.orthodb.org/v10?query=5296at40674	general transcription factor 3C polypeptide 1
5312at40674	Complete	PLATYCHR4	35205944	35245101	+	2731.9	1796	https://www.orthodb.org/v10?query=5312at40674	Proline rich coiled-coil 2B
5351at40674	Missing
5359at40674	Complete	PLATYCHR5	84603477	84790264	+	2996.1	1931	https://www.orthodb.org/v10?query=5359at40674	rotatin
5367at40674	Complete	PLATYCHRX1	54697978	54854539	-	2087.2	1385	https://www.orthodb.org/v10?query=5367at40674	plexin-D1
5376at40674	Complete	PLATYCHR10	46613788	46630533	-	1802.5	1411	https://www.orthodb.org/v10?query=5376at40674	kielin/chordin-like protein
5402at40674	Complete	PLATYCHR2	37292273	37401053	+	3048.9	2274	https://www.orthodb.org/v10?query=5402at40674	trinucleotide repeat-containing gene 18 protein
5434at40674	Complete	PLATYCHR8	7524116	7540840	+	2725.2	1544	https://www.orthodb.org/v10?query=5434at40674	Zinc finger NFX1-type containing 1
5496at40674	Complete	PLATYCHR13	23192303	23278221	-	2439.9	1506	https://www.orthodb.org/v10?query=5496at40674	Ubiquitin protein ligase E3 component n-recognin 1
